key,effort,rule,evidence
道の駅メルヘンの丘めまんべつ,,name_light,道の駅
道の駅ライスランドふかがわ,,name_light,道の駅
道の駅ルート229元和台,,name_light,道の駅
道の駅三笠,,name_light,道の駅
道の駅上ノ国もんじゅ,,name_light,道の駅
道の駅北オホーツクはまとんべつ,,name_light,道の駅
道の駅北前船 松前,,name_light,道の駅
道の駅南ふらの,,name_light,道の駅
道の駅厚岸グルメパーク,,name_light,道の駅
道の駅名水の郷きょうごく,,name_light,道の駅
道の駅夕張メロード,,name_light,道の駅
道の駅忠類,,name_light,道の駅
道の駅愛ランド湧別,,name_light,道の駅
道の駅摩周温泉,,name_light,道の駅
道の駅望羊中山,,name_light,道の駅
道の駅森と湖の里ほろかない,,name_light,道の駅
道の駅横綱の里ふくしま,,name_light,道の駅
道の駅樹海ロード日高,,name_light,道の駅
道の駅江差,,name_light,道の駅
道の駅流氷街道網走,,name_light,道の駅
道の駅田園の里うりゅう,,name_light,道の駅
道の駅真狩フラワーセンター,,name_light,道の駅
道の駅知床・らうす,,name_light,道の駅
道の駅石狩「あいろーど厚田」,,name_light,道の駅
道の駅絵本の里けんぶち,,name_light,道の駅
道の駅縄文ロマン 南かやべ,,name_light,道の駅
道の駅羊のまち 侍・しべつ,,name_light,道の駅
道の駅自然体感しむかっぷ,,name_light,道の駅
道の駅遠軽 森のオホーツク,,name_light,道の駅
道の駅鐘のなるまち・ちっぷべつ,,name_light,道の駅
道の駅阿寒丹頂の里,,name_light,道の駅
道の駅風Wとままえ,,name_light,道の駅
道の駅香りの里たきのうえ,,name_light,道の駅
道立自然公園野幌森林公園,,name_light,公園
達古武湖,,default,手がかり無し
野付風蓮道立自然公園,,name_light,公園
野寒布岬,,name_light,岬
金山ダム,,name_light,ダム
金森赤レンガ倉庫,,default,手がかり無し
釧路フィッシャーマンズワーフMOO,,default,手がかり無し
釧路和商市場,,default,手がかり無し
釧路市こども遊学館,じっくり,osm_feature,tourism=museum
釧路市動物園,じっくり,name_heavy,動物園
釧路市立博物館,じっくり,name_heavy,博物館
釧路市立美術館,じっくり,name_heavy,美術館
釧路湿原,じっくり,name_heavy,湿原
釧路湿原国立公園,,name_light,公園
銀河の森天文台,じっくり,wikipedia_fee,料金の記述あり
鍋釣岩,,default,手がかり無し
長節湖,,default,手がかり無し
門別競馬場,じっくり,wikipedia_fee,料金の記述あり
開陽台,,osm_feature,tourism=viewpoint
阿寒国際ツルセンター,じっくり,osm_feature,tourism=museum
阿寒富士,,default,手がかり無し
阿寒摩周国立公園,,name_light,公園
阿寒湖,,default,手がかり無し
阿寒湖アイヌコタン,じっくり,wikipedia_fee,料金の記述あり
阿寒湖温泉,じっくり,name_heavy,温泉
雄冬岬,,name_light,岬
雄阿寒岳,じっくり,name_heavy,岳
雌阿寒岳,じっくり,name_heavy,岳
雌阿寒温泉,じっくり,name_heavy,温泉
雨竜沼湿原,じっくり,name_heavy,湿原
霧多布温泉,じっくり,name_heavy,温泉
霧多布湿原,じっくり,name_heavy,湿原
青い池,,osm_feature,natural=water
青葉公園 (千歳市),,name_light,公園 
音江環状列石,,default,手がかり無し
風蓮湖,,default,手がかり無し
養老牛温泉,じっくり,name_heavy,温泉
館城,じっくり,name_heavy,城
香雪園,,default,手がかり無し
高龍寺,,default,手がかり無し
鳥沼公園,,name_light,公園
鴎島 (江差町),,default,手がかり無し
鶴の湯温泉 (北海道),じっくり,name_heavy,温泉
鹿ノ子ダム,,name_light,ダム
麓郷の森,,default,手がかり無し
黄金山 (石狩市),,osm_feature,natural=peak
黒松内温泉,じっくり,name_heavy,温泉
くろくまの滝,,name_light,滝
つがる地球村,じっくり,osm_feature,tourism=camp_site
ねぶたの家 ワ・ラッセ,じっくり,osm_feature,tourism=museum
はっち,じっくり,osm_feature,tourism=museum
みろく横丁,,default,手がかり無し
むつ矢立温泉,じっくり,name_heavy,温泉
むつ科学技術館,じっくり,category,美術館博物館
キリストの墓 (日本),じっくり,wikipedia_fee,料金の記述あり
七戸城,じっくり,name_heavy,城
三八城公園,,name_light,公園
三内丸山遺跡,,name_light,跡
三戸城,じっくり,name_heavy,城
三沢市寺山修司記念館,じっくり,name_heavy,記念館
三陸海岸,,default,手がかり無し
下北半島国定公園,,name_light,公園
下風呂温泉,じっくり,name_heavy,温泉
中町こみせ通り,,name_light,通り
亀ヶ岡遺跡,,name_light,跡
二ツ森貝塚,,name_light,貝塚
五戸町消防団第一分団屯所,,default,手がかり無し
仏ヶ浦,,default,手がかり無し
仏沼,,default,手がかり無し
仲町 (弘前市),,default,手がかり無し
八戸ラピア,,default,手がかり無し
八戸公園,,name_light,公園
八戸市博物館,じっくり,name_heavy,博物館
八戸市埋蔵文化財センター 是川縄文館,じっくり,osm_feature,tourism=museum
八戸市水産科学館,じっくり,name_heavy,科学館
八戸市美術館,じっくり,name_heavy,美術館
八戸市魚菜小売市場,,default,手がかり無し
八甲田ロープウェー,,default,手がかり無し
八甲田山,じっくり,name_heavy,山
八甲田山雪中行軍遭難資料館,じっくり,name_heavy,資料館
八甲田温泉,じっくり,name_heavy,温泉
八食センター,,default,手がかり無し
円覚寺 (青森県深浦町),,default,手がかり無し
北金ヶ沢のイチョウ,,default,手がかり無し
十三湖,,default,手がかり無し
十二湖,じっくり,osm_feature,tourism=camp_site
十和田八幡平国立公園,,name_light,公園
十和田市現代美術館,じっくり,name_heavy,美術館
十和田湖,,default,手がかり無し
十和田湖畔温泉,じっくり,name_heavy,温泉
十和田神社,,default,手がかり無し
千畳敷 (青森県),,default,手がかり無し
古牧温泉,じっくり,name_heavy,温泉
合浦公園,,name_light,公園
名久井岳,じっくり,name_heavy,岳
善知鳥神社,,default,手がかり無し
国道339号,,default,手がかり無し
大円寺 (青森県大鰐町),,default,手がかり無し
大島 (陸奥湾),,default,手がかり無し
大平山元I遺跡,,name_light,跡
大森勝山遺跡,,name_light,跡
大間崎,,name_light,崎
大鰐温泉,じっくり,name_heavy,温泉
太宰治記念館 「斜陽館」,じっくり,name_heavy,記念館
奥入瀬渓流,,default,手がかり無し
奥入瀬渓流温泉,じっくり,name_heavy,温泉
宇曽利湖,,default,手がかり無し
安藤昌益資料館,じっくり,name_heavy,資料館
富田の清水,,default,手がかり無し
小川原湖,,default,手がかり無し
小牧野遺跡,,name_light,跡
尻屋崎,,name_light,崎
岩木山,じっくり,name_heavy,山
岩木山神社,,default,手がかり無し
岩木高原県立自然公園,,name_light,公園
嶽温泉,じっくり,name_heavy,温泉
平舘不老不死温泉,じっくり,name_heavy,温泉
廣田神社 (青森市),,default,手がかり無し
弘前ねぷた,,default,手がかり無し
弘前八幡宮,,default,手がかり無し
弘前公園,じっくり,wikipedia_fee,料金の記述あり
弘前城,じっくり,name_heavy,城
弘前市立郷土文学館,じっくり,name_heavy,文学館
恐山,じっくり,name_heavy,山
恐山温泉,じっくり,name_heavy,温泉
揚亀園,,default,手がかり無し
新青森県総合運動公園,,name_light,公園
日本キャニオン,,osm_feature,tourism=viewpoint
旧弘前市立図書館,,default,手がかり無し
旧東奥義塾外人教師館,,default,手がかり無し
旧第五十九銀行本店本館,,default,手がかり無し
是川遺跡,,name_light,跡
暗門滝,,name_light,滝
最勝院,,default,手がかり無し
木造駅,,name_light,駅
根城,じっくり,name_heavy,城
棟方志功記念館,じっくり,name_heavy,記念館
櫛引八幡宮,じっくり,osm_feature,tourism=museum
津軽こけし館,じっくり,osm_feature,tourism=museum
津軽伝承工芸館,,default,手がかり無し
津軽国定公園,,name_light,公園
津軽富士見湖,,default,手がかり無し
津軽藩ねぷた村,じっくり,osm_feature,tourism=museum
浅虫夏泊県立自然公園,,name_light,公園
浅虫温泉,じっくり,name_heavy,温泉
淋代海岸,,default,手がかり無し
湯ノ島 (青森湾),,default,手がかり無し
猿倉温泉 (十和田市),じっくり,name_heavy,温泉
瑞楽園,,default,手がかり無し
田小屋野貝塚,,name_light,貝塚
白神山地,,default,手がかり無し
白神岳,じっくり,name_heavy,岳
百沢温泉,じっくり,name_heavy,温泉
盛美園,,default,手がかり無し
種差海岸,,default,手がかり無し
立佞武多の館,じっくり,osm_feature,tourism=museum
紅葉山 (青森県),,osm_feature,natural=peak
芦野池沼群県立自然公園,,name_light,公園
菩提寺 (むつ市),,default,手がかり無し
蔦七沼,,default,手がかり無し
蔦温泉,じっくり,name_heavy,温泉
蕪島,,default,手がかり無し
薬研温泉,じっくり,name_heavy,温泉
藤田記念庭園,,default,手がかり無し
谷地温泉,じっくり,name_heavy,温泉
道の駅いかりがせき,,name_light,道の駅
道の駅いなかだて,,name_light,道の駅
道の駅いまべつ,,name_light,道の駅
道の駅おがわら湖,,name_light,道の駅
道の駅こどまり,,name_light,道の駅
道の駅さんのへ,,name_light,道の駅
道の駅しちのへ,,name_light,道の駅
道の駅たいらだて,,name_light,道の駅
道の駅つるた,,name_light,道の駅
道の駅とわだ,,name_light,道の駅
道の駅なみおか,,name_light,道の駅
道の駅なんごう (青森県),,name_light,道の駅
道の駅はしかみ,,name_light,道の駅
道の駅ひろさき,,name_light,道の駅
道の駅ふかうら,,name_light,道の駅
道の駅みさわ,,name_light,道の駅
道の駅もりた,,name_light,道の駅
道の駅十三湖高原,,name_light,道の駅
道の駅奥入瀬,,name_light,道の駅
道の駅浅虫温泉,,name_light,道の駅
道の駅虹の湖,,name_light,道の駅
酸ヶ湯,じっくり,name_heavy,湯
野木和公園,,name_light,公園
金平成園,,default,手がかり無し
釜臥山,じっくり,name_heavy,山
長勝寺 (弘前市),,default,手がかり無し
青函連絡船メモリアルシップ八甲田丸,じっくり,category,美術館博物館
青森ねぶた,,default,手がかり無し
青森スプリング・スキーリゾート,,default,手がかり無し
青森ベイブリッジ,,default,手がかり無し
青森市森林博物館,じっくり,name_heavy,博物館
青森市民図書館,,default,手がかり無し
青森県営浅虫水族館,じっくり,name_heavy,水族館
青森県立三沢航空科学館,じっくり,name_heavy,科学館
青森県立美術館,じっくり,name_heavy,美術館
青森県総合運動公園,,name_light,公園
青森県総合運動公園陸上競技場,,osm_feature,leisure=park
青森県観光物産館アスパム,じっくり,name_heavy,スパ
青森自然公園ねぶたの里,,default,手がかり無し
馬門温泉,じっくり,name_heavy,温泉
高山稲荷神社,,default,手がかり無し
黄金崎不老不死温泉,じっくり,name_heavy,温泉
龍飛崎,,name_light,崎
いわて子どもの森,,default,手がかり無し
えさし藤原の郷,じっくり,wikipedia_fee,料金の記述あり
せんまや街角資料館,じっくり,name_heavy,資料館
つりがね洞,じっくり,name_heavy,洞
とおの物語の館,じっくり,category,美術館博物館
ど根性ポプラ,,default,手がかり無し
ほっとゆだ駅,,name_light,駅
